BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,GenderCode,RaceDesc,MaritalDesc,TrainingType,TrainingOutcome,CurrentEmployeeRating,EngagementScore,SatisfactionScore,Work-LifeBalanceScore,TrainingDurationDays,TrainingCost,Age,PerformanceScore
BPC,Active,Contract,Zone B,Temporary,IT/IS,Male,Other,Widowed,External,Passed,2,2,2,4,5,416.37,67,1
CCDR,Active,Contract,Zone B,Full-Time,Sales,Male,Hispanic,Married,Internal,Completed,1,1,4,4,4,624.9,24,1
PL,Active,Contract,Zone C,Temporary,IT/IS,Female,White,Married,Internal,Passed,2,2,5,4,2,559.06,35,1
CCDR,Active,Full-Time,Zone B,Full-Time,Software Engineering,Male,Other,Married,External,Incomplete,2,3,2,2,5,327.37,56,1
CCDR,Active,Full-Time,Zone B,Part-Time,IT/IS,Male,Black,Widowed,Internal,Failed,5,4,3,5,2,660.4,63,1
EW,Active,Full-Time,Zone C,Full-Time,IT/IS,Male,Asian,Widowed,External,Passed,4,3,5,2,5,477.46,29,1
MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Male,Black,Single,Internal,Completed,2,3,4,3,2,694.21,26,1
NEL,Active,Contract,Zone A,Full-Time,IT/IS,Male,Black,Single,Internal,Incomplete,4,3,3,1,2,737.84,28,1
SVG,Active,Part-Time,Zone A,Full-Time,IT/IS,Female,Asian,Divorced,Internal,Failed,2,3,3,5,2,919.95,32,1
PYZ,Active,Contract,Zone A,Temporary,IT/IS,Male,Asian,Widowed,Internal,Completed,4,1,1,2,5,797.82,28,1
NEL,Terminated,Contract,Zone A,Temporary,Sales,Female,Black,Divorced,Internal,Passed,4,1,4,3,2,806.47,33,1
EW,Active,Full-Time,Zone C,Full-Time,Sales,Male,Hispanic,Widowed,External,Failed,2,3,1,4,1,376.59,51,1
PYZ,Active,Contract,Zone C,Temporary,Sales,Male,Other,Widowed,Internal,Incomplete,4,4,3,4,2,157.17,70,1
CCDR,Active,Contract,Zone B,Part-Time,Sales,Female,Asian,Widowed,External,Incomplete,1,2,4,1,2,608.82,51,1
PYZ,Active,Full-Time,Zone A,Temporary,Sales,Female,Other,Married,Internal,Failed,2,5,2,4,5,928.48,59,1
MSC,Active,Part-Time,Zone A,Full-Time,Sales,Female,Black,Single,External,Incomplete,5,4,5,3,1,812.01,27,1
MSC,Active,Full-Time,Zone C,Full-Time,Sales,Female,White,Married,External,Incomplete,2,3,4,4,4,941.61,44,1
BPC,Active,Full-Time,Zone A,Part-Time,Sales,Male,White,Single,Internal,Incomplete,2,1,2,4,1,227.13,66,1
MSC,Active,Full-Time,Zone A,Full-Time,Sales,Male,Other,Divorced,External,Passed,1,2,3,4,1,257.4,51,1
MSC,Active,Part-Time,Zone C,Temporary,Sales,Female,Hispanic,Single,Internal,Incomplete,1,3,2,5,2,360.65,28,1
PYZ,Active,Contract,Zone B,Temporary,Sales,Male,Black,Married,External,Completed,5,5,5,3,5,892.97,24,1
TNS,Active,Part-Time,Zone C,Part-Time,Sales,Male,White,Single,Internal,Incomplete,4,4,4,5,4,746.93,67,1
PYZ,Active,Contract,Zone A,Temporary,Sales,Male,Asian,Divorced,External,Incomplete,2,5,1,4,1,909.6,20,1
CCDR,Active,Full-Time,Zone B,Temporary,Sales,Male,Asian,Divorced,Internal,Completed,4,2,4,2,5,222.04,40,1
NEL,Active,Full-Time,Zone A,Part-Time,Sales,Male,Other,Widowed,Internal,Failed,5,4,4,4,3,583.69,19,1
PL,Active,Full-Time,Zone C,Full-Time,Sales,Male,Other,Single,Internal,Passed,5,5,1,5,3,856.44,32,1
BPC,Active,Contract,Zone A,Temporary,Sales,Male,Asian,Single,External,Completed,5,2,5,1,4,919.1,70,1
CCDR,Active,Part-Time,Zone A,Full-Time,Sales,Male,Asian,Married,External,Incomplete,5,1,1,4,3,606.76,25,1
SVG,Active,Full-Time,Zone B,Full-Time,Sales,Male,Asian,Single,Internal,Completed,4,4,5,5,2,745.31,26,1
EW,Active,Contract,Zone B,Part-Time,Sales,Male,Asian,Single,Internal,Incomplete,2,5,1,2,3,240.57,71,1
MSC,Active,Contract,Zone A,Temporary,Sales,Male,Other,Widowed,Internal,Failed,1,3,1,2,3,659.82,46,1
TNS,Active,Part-Time,Zone C,Temporary,Sales,Male,Other,Divorced,Internal,Failed,1,1,5,3,3,273.94,67,1
PYZ,Active,Part-Time,Zone A,Full-Time,Sales,Male,Asian,Divorced,External,Failed,4,3,5,4,4,920.91,21,1
WBL,Active,Contract,Zone A,Full-Time,Sales,Male,Black,Divorced,External,Incomplete,2,4,1,2,2,114.28,44,1
NEL,Active,Contract,Zone A,Full-Time,Sales,Male,Asian,Divorced,External,Passed,2,4,5,4,3,242.28,76,1
PL,Active,Part-Time,Zone A,Temporary,Sales,Male,Asian,Divorced,External,Completed,4,5,3,2,3,420.06,56,1
BPC,Active,Contract,Zone A,Temporary,Sales,Female,Black,Widowed,External,Failed,2,1,4,2,2,288.93,80,1
CCDR,Active,Full-Time,Zone C,Temporary,Sales,Female,Asian,Widowed,Internal,Completed,2,5,2,4,3,637.45,53,1
SVG,Active,Full-Time,Zone C,Part-Time,Sales,Female,Hispanic,Widowed,External,Failed,1,3,5,5,5,944.24,18,1
EW,Active,Full-Time,Zone C,Full-Time,Admin Offices,Female,Other,Widowed,Internal,Failed,2,5,5,2,4,364.41,37,1
NEL,Active,Part-Time,Zone A,Full-Time,Sales,Male,Other,Divorced,Internal,Passed,2,4,1,4,5,605.84,20,1
PL,Active,Contract,Zone C,Full-Time,Sales,Male,Other,Divorced,Internal,Failed,5,1,1,2,5,990.59,31,1
BPC,Active,Full-Time,Zone C,Part-Time,Sales,Male,Black,Married,External,Completed,4,3,4,3,4,549.19,53,1
CCDR,Active,Full-Time,Zone C,Part-Time,Sales,Male,White,Single,External,Incomplete,2,1,5,1,1,587.34,69,1
SVG,Active,Contract,Zone B,Part-Time,Sales,Male,White,Married,External,Completed,2,3,1,2,3,918.96,43,1
EW,Active,Contract,Zone A,Full-Time,Sales,Male,Asian,Married,Internal,Incomplete,4,1,4,5,2,525.41,43,1
MSC,Active,Part-Time,Zone B,Temporary,Sales,Male,Asian,Widowed,External,Passed,2,3,3,4,1,484.08,48,1
TNS,Active,Full-Time,Zone B,Full-Time,Sales,Male,White,Widowed,External,Passed,2,5,1,2,5,184.63,75,1
PYZ,Active,Part-Time,Zone A,Temporary,Sales,Male,Black,Widowed,Internal,Failed,2,5,3,1,3,793.77,63,1
WBL,Active,Part-Time,Zone B,Part-Time,Sales,Male,White,Married,Internal,Completed,4,2,2,5,3,301.02,55,1
NEL,Active,Part-Time,Zone B,Full-Time,Sales,Male,Black,Single,Internal,Failed,5,2,1,2,3,253.86,78,1
PL,Active,Part-Time,Zone A,Full-Time,Sales,Male,Black,Divorced,External,Completed,5,5,1,1,2,468.59,34,1
BPC,Active,Contract,Zone B,Part-Time,Sales,Female,Black,Single,Internal,Completed,4,5,1,3,5,689.87,59,1
CCDR,Active,Full-Time,Zone A,Part-Time,Sales,Female,Black,Married,External,Failed,1,3,1,3,5,428.33,47,1
SVG,Active,Full-Time,Zone C,Full-Time,Sales,Female,Hispanic,Single,External,Completed,4,4,4,2,2,806.47,25,1
EW,Active,Part-Time,Zone A,Full-Time,Admin Offices,Female,White,Married,Internal,Passed,4,5,3,3,3,399.63,25,1
WBL,Active,Contract,Zone A,Temporary,Sales,Male,Hispanic,Divorced,Internal,Completed,5,1,2,1,3,440.24,74,1
NEL,Active,Full-Time,Zone B,Full-Time,Sales,Male,Asian,Married,External,Passed,1,4,3,4,1,485.2,48,1
PL,Active,Part-Time,Zone B,Temporary,Sales,Male,White,Single,Internal,Incomplete,2,3,5,4,2,451.56,76,1
BPC,Active,Contract,Zone B,Full-Time,Sales,Male,Asian,Widowed,External,Passed,4,3,5,1,5,159.37,29,1
CCDR,Active,Contract,Zone C,Full-Time,Sales,Male,Asian,Divorced,Internal,Incomplete,2,2,5,3,4,310.28,67,1
SVG,Active,Part-Time,Zone C,Temporary,Sales,Male,Other,Single,Internal,Incomplete,2,1,4,3,2,227.91,39,1
EW,Active,Full-Time,Zone B,Full-Time,Sales,Male,Asian,Divorced,Internal,Failed,2,5,5,3,3,379.25,79,1
MSC,Active,Full-Time,Zone C,Temporary,Sales,Male,Asian,Widowed,Internal,Incomplete,4,1,4,2,3,197.3,44,1
TNS,Active,Full-Time,Zone C,Part-Time,Sales,Male,Other,Divorced,Internal,Completed,4,5,3,3,4,862.64,33,1
BPC,Active,Part-Time,Zone A,Temporary,Sales,Male,Hispanic,Divorced,Internal,Passed,2,5,4,2,1,896.12,30,1
CCDR,Active,Contract,Zone B,Temporary,Sales,Male,White,Single,External,Completed,1,1,5,4,4,750.65,48,1
EW,Active,Part-Time,Zone B,Full-Time,Sales,Male,Asian,Widowed,External,Incomplete,5,1,5,4,4,424.19,28,1
MSC,Active,Full-Time,Zone C,Full-Time,Sales,Female,Black,Widowed,External,Incomplete,2,5,1,4,4,775.32,23,1
NEL,Active,Contract,Zone C,Part-Time,Sales,Female,Hispanic,Divorced,External,Incomplete,4,1,4,2,2,209.47,47,1
PL,Active,Part-Time,Zone C,Full-Time,Sales,Female,White,Single,Internal,Completed,5,5,2,3,2,859.39,37,1
PYZ,Active,Part-Time,Zone B,Temporary,Sales,Female,Asian,Single,External,Completed,4,3,5,3,1,532.85,80,1
SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,Female,Asian,Divorced,External,Passed,1,3,1,3,2,136.6,62,1
PYZ,Active,Full-Time,Zone B,Temporary,Sales,Male,Asian,Married,Internal,Passed,5,5,3,3,4,483.54,48,1
WBL,Active,Contract,Zone A,Temporary,Sales,Male,Asian,Divorced,Internal,Completed,5,2,2,2,1,709.79,55,1
NEL,Active,Contract,Zone B,Full-Time,Sales,Male,Asian,Divorced,External,Passed,2,1,2,2,2,152.85,64,1
PL,Active,Part-Time,Zone C,Temporary,Sales,Male,Asian,Married,Internal,Completed,2,1,3,3,4,977.29,45,1
BPC,Active,Contract,Zone B,Full-Time,Sales,Male,Black,Single,Internal,Failed,4,1,5,2,4,237.14,59,1
CCDR,Active,Full-Time,Zone A,Full-Time,Sales,Male,Asian,Married,Internal,Passed,2,2,3,5,5,637.84,46,1
SVG,Active,Full-Time,Zone C,Full-Time,Sales,Male,Asian,Divorced,Internal,Completed,4,2,3,1,1,889.73,71,1
EW,Active,Full-Time,Zone A,Temporary,Sales,Male,Black,Divorced,Internal,Failed,5,4,3,5,2,357.94,56,1
MSC,Active,Full-Time,Zone C,Part-Time,Sales,Male,Other,Single,Internal,Incomplete,5,4,1,2,1,150.96,21,1
TNS,Active,Contract,Zone C,Temporary,Sales,Male,Asian,Married,Internal,Completed,4,4,3,5,2,933.2,73,1
PYZ,Active,Contract,Zone A,Part-Time,Sales,Male,Black,Widowed,External,Failed,1,4,2,2,3,378.6,18,1
WBL,Active,Contract,Zone A,Temporary,Sales,Male,Hispanic,Single,Internal,Completed,5,5,5,3,5,162.93,69,1
NEL,Active,Part-Time,Zone A,Part-Time,Sales,Male,Other,Married,External,Incomplete,2,4,2,1,3,294.91,28,1
PL,Active,Part-Time,Zone A,Full-Time,Sales,Female,White,Widowed,Internal,Passed,4,4,4,1,1,836.76,47,1
BPC,Active,Part-Time,Zone B,Full-Time,Sales,Female,Black,Single,Internal,Passed,1,1,1,1,1,136.23,54,1
CCDR,Active,Contract,Zone C,Full-Time,Sales,Female,Hispanic,Divorced,External,Completed,2,1,3,2,3,236.69,28,1
SVG,Active,Contract,Zone C,Temporary,Sales,Female,Other,Widowed,External,Incomplete,4,1,4,2,1,424.44,69,1
PYZ,Active,Full-Time,Zone C,Part-Time,Sales,Male,White,Widowed,Internal,Incomplete,1,4,5,3,3,139.71,79,1
WBL,Active,Full-Time,Zone C,Temporary,Sales,Male,Black,Divorced,External,Passed,4,4,1,3,3,428.13,64,1
NEL,Active,Contract,Zone A,Part-Time,Sales,Male,Black,Divorced,External,Incomplete,2,2,5,5,3,972.66,58,1
PL,Active,Part-Time,Zone B,Part-Time,Sales,Male,Hispanic,Single,External,Failed,4,5,4,3,1,877.57,61,1
BPC,Active,Contract,Zone B,Temporary,Sales,Male,White,Widowed,External,Failed,2,4,3,3,3,751.13,26,1
CCDR,Active,Full-Time,Zone A,Temporary,Sales,Male,Black,Married,External,Passed,2,3,1,1,1,471.89,63,1
SVG,Active,Part-Time,Zone B,Temporary,Sales,Male,Black,Single,External,Failed,2,5,3,2,3,957.63,32,1
EW,Active,Part-Time,Zone C,Part-Time,Sales,Male,Asian,Divorced,External,Passed,4,5,1,1,1,788.33,60,1
MSC,Active,Part-Time,Zone A,Temporary,Sales,Male,Black,Married,Internal,Completed,2,3,3,2,4,220.32,51,1
TNS,Active,Contract,Zone A,Part-Time,Sales,Male,Asian,Single,External,Completed,2,4,1,1,5,406.1,76,1
PYZ,Active,Part-Time,Zone B,Part-Time,Sales,Male,Hispanic,Divorced,External,Passed,5,3,4,1,4,819.64,52,1
WBL,Active,Full-Time,Zone C,Full-Time,Sales,Male,Hispanic,Divorced,External,Incomplete,1,5,2,2,3,355.84,60,1
NEL,Active,Contract,Zone A,Part-Time,Sales,Male,Hispanic,Married,Internal,Completed,4,1,5,5,4,786.38,29,1
PL,Active,Part-Time,Zone C,Full-Time,Sales,Female,Other,Single,Internal,Failed,4,5,5,3,2,460.62,72,1
BPC,Active,Full-Time,Zone B,Part-Time,Sales,Female,Other,Widowed,External,Passed,2,3,2,3,4,821.39,54,1
CCDR,Active,Contract,Zone C,Part-Time,Sales,Female,Asian,Married,Internal,Passed,2,4,4,1,3,968.31,44,1
SVG,Active,Part-Time,Zone C,Full-Time,Sales,Female,Black,Single,Internal,Completed,1,4,2,1,3,912.22,66,1
PYZ,Active,Part-Time,Zone A,Full-Time,Sales,Male,Other,Widowed,External,Completed,1,4,2,1,4,144.83,27,1
WBL,Active,Part-Time,Zone C,Temporary,Sales,Male,Asian,Widowed,Internal,Passed,5,1,2,5,4,425.59,78,1
NEL,Active,Contract,Zone A,Full-Time,Sales,Male,Asian,Married,Internal,Incomplete,1,5,2,2,2,118.43,21,1
PL,Active,Full-Time,Zone B,Full-Time,Sales,Male,Other,Single,Internal,Incomplete,4,5,1,1,2,281.27,23,1
BPC,Active,Part-Time,Zone A,Part-Time,Sales,Male,White,Widowed,External,Incomplete,1,1,1,4,5,283.65,54,1
CCDR,Active,Part-Time,Zone C,Part-Time,Sales,Male,Hispanic,Divorced,Internal,Completed,5,2,4,4,3,475.75,74,1
SVG,Active,Part-Time,Zone C,Part-Time,Sales,Male,Asian,Single,External,Failed,2,4,3,4,3,188.07,47,1
EW,Active,Contract,Zone B,Full-Time,Sales,Male,Hispanic,Divorced,External,Incomplete,1,2,1,5,4,843.69,29,1
MSC,Active,Full-Time,Zone C,Part-Time,Sales,Male,White,Single,External,Failed,5,5,3,3,3,166.28,55,1
TNS,Active,Contract,Zone A,Part-Time,Sales,Male,Hispanic,Divorced,External,Completed,5,4,4,1,2,119.62,71,1
PYZ,Active,Contract,Zone A,Full-Time,Sales,Male,Black,Single,Internal,Failed,2,1,4,4,2,400.81,72,1
WBL,Active,Part-Time,Zone C,Full-Time,Sales,Male,Black,Married,Internal,Completed,1,3,3,3,1,318.38,36,1
NEL,Active,Contract,Zone A,Temporary,Sales,Male,Asian,Widowed,External,Failed,2,1,2,2,3,238.12,44,1
PL,Active,Contract,Zone A,Temporary,Sales,Female,Other,Divorced,External,Passed,4,3,4,2,2,412.34,69,1
BPC,Active,Full-Time,Zone C,Part-Time,Sales,Female,White,Widowed,Internal,Passed,5,3,4,2,5,776.58,39,1
CCDR,Active,Full-Time,Zone B,Temporary,Sales,Female,Black,Divorced,External,Passed,2,3,1,1,4,231.34,57,1
PYZ,Active,Contract,Zone C,Part-Time,Sales,Male,Other,Single,External,Completed,4,5,3,4,1,278.7,66,1
WBL,Active,Part-Time,Zone A,Full-Time,Sales,Male,White,Single,External,Incomplete,2,4,5,5,1,272.22,76,1
NEL,Active,Contract,Zone B,Full-Time,Sales,Male,Black,Married,External,Completed,1,2,3,3,2,638.6,54,1
PL,Active,Part-Time,Zone C,Part-Time,Sales,Male,Other,Single,External,Passed,1,2,1,1,1,812.6,66,1
BPC,Active,Part-Time,Zone B,Part-Time,Sales,Male,Black,Married,External,Completed,4,1,3,2,1,134.11,25,1
CCDR,Active,Part-Time,Zone C,Full-Time,Sales,Male,Black,Widowed,External,Failed,1,4,1,1,3,934.3,47,1
SVG,Active,Full-Time,Zone A,Full-Time,Sales,Male,White,Widowed,External,Completed,4,4,5,2,1,614.11,23,1
EW,Active,Part-Time,Zone C,Temporary,Sales,Male,White,Married,External,Failed,4,2,5,2,2,175.75,33,1
MSC,Active,Full-Time,Zone C,Full-Time,Sales,Male,Black,Widowed,External,Failed,4,3,4,4,2,167.34,43,1
TNS,Active,Full-Time,Zone A,Temporary,Sales,Male,Other,Married,External,Passed,2,5,2,3,2,123.83,61,1
PYZ,Active,Contract,Zone A,Temporary,Sales,Male,Other,Married,External,Incomplete,4,3,1,3,2,932.48,69,1
WBL,Active,Full-Time,Zone A,Full-Time,Sales,Male,White,Married,Internal,Completed,1,1,5,3,4,714.81,56,1
NEL,Active,Contract,Zone B,Full-Time,Sales,Male,Hispanic,Single,Internal,Incomplete,4,5,4,5,3,152.78,52,1
PL,Active,Contract,Zone C,Temporary,Sales,Female,Other,Married,External,Incomplete,5,1,1,5,2,717.16,38,1
BPC,Active,Full-Time,Zone B,Temporary,Sales,Female,Other,Single,External,Failed,4,3,5,1,1,272.59,31,1
CCDR,Active,Contract,Zone A,Full-Time,Sales,Female,Black,Married,External,Incomplete,5,5,5,3,5,155.14,60,1
BPC,Active,Contract,Zone B,Full-Time,Sales,Male,Asian,Married,Internal,Completed,2,5,1,2,1,328.74,57,1
CCDR,Active,Full-Time,Zone A,Part-Time,Sales,Male,Other,Single,Internal,Passed,5,1,5,4,2,775.58,32,1
EW,Active,Part-Time,Zone A,Full-Time,Sales,Male,Black,Widowed,Internal,Incomplete,4,2,4,4,2,499.97,22,1
MSC,Active,Full-Time,Zone B,Temporary,Sales,Female,Hispanic,Divorced,External,Incomplete,2,3,2,2,1,826.31,18,1
NEL,Active,Part-Time,Zone A,Part-Time,Sales,Male,Asian,Widowed,Internal,Failed,2,3,2,5,5,258.38,43,1
PL,Active,Full-Time,Zone B,Part-Time,Sales,Male,White,Married,External,Incomplete,4,1,2,1,3,412.09,30,1
PYZ,Active,Full-Time,Zone C,Part-Time,Sales,Male,Asian,Married,Internal,Failed,2,1,3,5,5,294.23,57,1
SVG,Active,Full-Time,Zone A,Full-Time,Sales,Male,Asian,Married,Internal,Failed,2,1,2,2,2,415.45,37,1
TNS,Active,Part-Time,Zone C,Full-Time,Sales,Male,Black,Single,Internal,Failed,5,4,2,3,5,807.71,28,1
WBL,Active,Contract,Zone C,Temporary,Sales,Male,Black,Divorced,Internal,Completed,2,4,2,5,1,408.39,48,1
PYZ,Active,Full-Time,Zone A,Full-Time,Sales,Male,Other,Married,External,Passed,1,3,2,5,1,741.6,26,1
WBL,Active,Full-Time,Zone A,Full-Time,Sales,Male,Black,Married,External,Completed,5,5,2,4,3,193.48,22,1
NEL,Active,Part-Time,Zone C,Temporary,Sales,Male,Asian,Widowed,Internal,Incomplete,1,3,1,3,5,831.09,51,1
PL,Active,Full-Time,Zone B,Temporary,Sales,Female,Asian,Divorced,External,Completed,4,3,5,1,5,573.56,28,1
BPC,Active,Contract,Zone A,Temporary,Sales,Female,Asian,Widowed,Internal,Completed,2,3,2,2,4,247.11,54,1
PYZ,Active,Full-Time,Zone A,Temporary,Sales,Male,Black,Divorced,Internal,Passed,1,1,1,2,5,866.13,25,1
WBL,Active,Part-Time,Zone A,Part-Time,Sales,Male,Other,Married,Internal,Incomplete,5,3,5,5,5,760.24,23,1
NEL,Active,Contract,Zone C,Temporary,Sales,Male,Hispanic,Divorced,Internal,Passed,4,5,5,5,5,992.93,26,1
PL,Active,Contract,Zone A,Temporary,Sales,Female,Asian,Widowed,External,Failed,4,3,3,2,2,960.4,28,1
BPC,Active,Full-Time,Zone A,Full-Time,Sales,Male,Hispanic,Married,Internal,Incomplete,4,1,4,3,4,173.54,39,1
CCDR,Active,Contract,Zone C,Temporary,Sales,Male,White,Single,External,Passed,2,3,4,2,1,334.08,41,1
SVG,Active,Part-Time,Zone C,Temporary,Sales,Male,White,Widowed,External,Incomplete,2,3,1,5,3,763.23,46,1
EW,Active,Part-Time,Zone B,Temporary,Sales,Male,Other,Divorced,External,Completed,1,5,3,4,2,611.51,80,1
MSC,Active,Contract,Zone B,Full-Time,Sales,Male,White,Single,Internal,Incomplete,4,4,1,5,2,354.21,50,1
TNS,Active,Contract,Zone B,Full-Time,Sales,Male,Asian,Single,External,Passed,2,2,4,2,3,502.39,50,1
PYZ,Active,Contract,Zone C,Full-Time,Sales,Male,White,Divorced,Internal,Incomplete,5,1,3,3,2,687.99,36,1
WBL,Active,Full-Time,Zone B,Full-Time,Sales,Male,Hispanic,Single,Internal,Completed,2,3,2,1,5,877.47,64,1
NEL,Active,Part-Time,Zone B,Full-Time,Sales,Female,Hispanic,Divorced,External,Passed,2,3,5,1,2,700.04,70,1
PL,Active,Contract,Zone B,Part-Time,Sales,Female,Hispanic,Single,External,Incomplete,2,2,3,4,5,486.43,54,1
BPC,Active,Part-Time,Zone C,Full-Time,Sales,Female,Other,Married,Internal,Failed,1,2,3,2,1,897.96,70,1
PYZ,Active,Contract,Zone A,Full-Time,Sales,Male,Black,Single,Internal,Completed,2,1,5,3,3,147.28,33,1
WBL,Active,Contract,Zone A,Temporary,Sales,Male,Black,Single,Internal,Completed,5,3,4,1,5,612.96,26,1
NEL,Active,Contract,Zone C,Part-Time,Sales,Female,Black,Married,External,Completed,4,2,2,3,5,953.92,72,1
PL,Active,Contract,Zone B,Part-Time,Sales,Female,Asian,Single,External,Incomplete,2,5,1,2,1,519.23,19,1
BPC,Active,Contract,Zone A,Full-Time,Sales,Male,Other,Married,Internal,Passed,5,4,2,2,1,297.94,57,1
CCDR,Active,Full-Time,Zone C,Temporary,Sales,Male,Black,Married,Internal,Failed,4,5,5,3,5,317.55,49,1
SVG,Active,Full-Time,Zone C,Full-Time,Sales,Male,Hispanic,Married,Internal,Incomplete,5,4,3,1,5,880.42,62,1
EW,Active,Contract,Zone A,Part-Time,Sales,Male,Black,Single,Internal,Completed,4,1,2,5,1,457.71,77,1
MSC,Active,Full-Time,Zone B,Part-Time,Sales,Male,Black,Single,Internal,Completed,1,2,5,1,3,200.27,39,1
TNS,Active,Full-Time,Zone A,Part-Time,Sales,Male,Asian,Divorced,External,Failed,4,4,3,1,5,573.08,47,1
PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Male,Asian,Married,Internal,Incomplete,2,5,3,4,4,785.39,31,1
WBL,Active,Full-Time,Zone B,Temporary,Sales,Male,Black,Married,Internal,Failed,4,3,2,5,3,437.36,39,1
NEL,Active,Contract,Zone C,Full-Time,Sales,Female,Asian,Married,External,Incomplete,4,2,4,2,5,955.17,66,1
PL,Active,Contract,Zone B,Part-Time,Sales,Female,Hispanic,Divorced,Internal,Failed,5,1,2,2,3,542.56,18,1
BPC,Terminated,Full-Time,Zone A,Full-Time,Sales,Female,Hispanic,Widowed,External,Incomplete,5,4,4,5,5,399.23,43,1
SVG,Active,Part-Time,Zone B,Part-Time,Production,Female,Hispanic,Married,External,Failed,4,3,1,5,2,677.74,58,1
PYZ,Active,Full-Time,Zone C,Full-Time,Production,Female,Hispanic,Widowed,External,Completed,1,5,2,5,2,301.42,58,1
BPC,Terminated,Full-Time,Zone B,Part-Time,Production,Female,Black,Widowed,External,Failed,5,5,3,4,5,149.65,69,1
TNS,Active,Full-Time,Zone B,Full-Time,Production,Male,Asian,Divorced,Internal,Passed,4,3,4,4,1,462.45,73,1
TNS,Active,Part-Time,Zone A,Temporary,Production,Male,Hispanic,Divorced,Internal,Incomplete,4,3,5,1,5,450.64,46,1
CCDR,Active,Contract,Zone B,Part-Time,Production,Female,Black,Widowed,Internal,Completed,4,3,1,4,1,437.7,39,1
SVG,Active,Full-Time,Zone C,Full-Time,Production,Male,Other,Married,Internal,Failed,2,1,5,1,1,823.08,43,1
EW,Active,Contract,Zone B,Temporary,Production,Male,Other,Single,Internal,Completed,2,5,5,4,4,118.68,67,1
TNS,Active,Part-Time,Zone A,Part-Time,Production,Male,White,Divorced,External,Completed,2,1,3,1,5,120.79,35,1
TNS,Terminated,Part-Time,Zone A,Full-Time,Production,Male,Other,Divorced,External,Incomplete,2,1,3,1,4,100.17,72,1
PYZ,Active,Full-Time,Zone B,Full-Time,Production,Male,White,Divorced,Internal,Incomplete,2,3,1,3,1,662.8,29,1
BPC,Active,Part-Time,Zone B,Temporary,Production,Male,Other,Single,Internal,Completed,2,2,1,4,3,287.59,51,1
EW,Active,Contract,Zone C,Temporary,Production,Female,Asian,Married,External,Incomplete,4,1,4,3,4,653.32,24,1
CCDR,Terminated,Part-Time,Zone A,Temporary,Production,Female,Asian,Single,Internal,Failed,4,3,1,2,3,254.85,77,1
NEL,Active,Part-Time,Zone C,Full-Time,Production,Female,Hispanic,Single,External,Completed,2,4,2,4,4,430.35,28,1
WBL,Active,Part-Time,Zone C,Full-Time,Production,Male,Black,Single,External,Incomplete,2,2,4,3,5,755.77,29,1
PL,Active,Full-Time,Zone C,Full-Time,Production,Male,Black,Widowed,Internal,Incomplete,4,3,1,3,2,529.91,52,1
EW,Terminated,Part-Time,Zone A,Full-Time,Production,Female,Hispanic,Married,External,Completed,2,3,5,5,1,440.14,61,1
BPC,Active,Full-Time,Zone A,Full-Time,Production,Female,Asian,Divorced,Internal,Passed,2,3,3,4,2,972.3,73,1
WBL,Active,Part-Time,Zone B,Temporary,Production,Male,Asian,Married,Internal,Incomplete,2,2,1,5,5,176.6,41,1
NEL,Active,Contract,Zone A,Part-Time,Production,Male,Other,Widowed,Internal,Completed,4,3,1,3,1,747.74,68,1
PL,Active,Part-Time,Zone A,Part-Time,Production,Male,Black,Divorced,External,Passed,5,1,2,3,5,451.03,76,1
BPC,Terminated,Full-Time,Zone A,Temporary,Production,Male,Other,Divorced,Internal,Incomplete,5,2,4,2,5,255.16,70,1
CCDR,Active,Full-Time,Zone A,Temporary,Production,Male,Other,Married,Internal,Passed,1,2,4,5,5,258.08,47,1
SVG,Active,Full-Time,Zone B,Full-Time,Production,Male,White,Widowed,Internal,Completed,2,2,5,4,4,697.67,58,1
EW,Active,Full-Time,Zone B,Part-Time,Production,Male,Other,Divorced,Internal,Passed,5,1,5,3,5,694.23,27,1
MSC,Active,Part-Time,Zone B,Temporary,Production,Female,White,Single,Internal,Incomplete,2,1,4,3,1,703.45,57,1
TNS,Active,Full-Time,Zone B,Part-Time,Production,Male,White,Single,External,Incomplete,4,5,3,5,1,134.44,46,1
PYZ,Active,Part-Time,Zone B,Full-Time,Production,Male,Hispanic,Single,Internal,Failed,5,5,1,3,2,458.37,76,1
WBL,Active,Part-Time,Zone C,Temporary,Production,Male,Asian,Divorced,External,Failed,5,1,1,4,5,594.73,65,1
NEL,Active,Contract,Zone A,Part-Time,Production,Male,Hispanic,Married,Internal,Completed,2,4,1,1,3,330.68,64,1
PL,Active,Contract,Zone B,Part-Time,Production,Male,White,Married,Internal,Incomplete,4,3,5,2,3,625.69,71,1
BPC,Terminated,Contract,Zone A,Part-Time,Production,Male,Asian,Divorced,Internal,Completed,4,1,2,2,5,437.26,51,1
CCDR,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Single,Internal,Passed,2,3,5,3,2,134.99,32,1
SVG,Active,Part-Time,Zone A,Temporary,Production,Male,White,Married,External,Incomplete,1,3,1,1,4,880.21,46,1
